IATA,FR name,EN name,Province,AUTO/MAN,Latitude,Longitude,Elevation,# ICAO ID,# WMO ID,# MSC ID,DST Time,STD Time,Data Provider,Data Provider French,Data Attribution Notice,Data Attribution Notice French
NAT,National,National,ON,AUTO,47.3062,-81.127,393.174,,,ON-MNRF-AFFES_NAT,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
NCL,North Crocker Lake,North Crocker Lake,ON,AUTO,48.6361,-85.3726,366.072,,,ON-MNRF-AFFES_NCL,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
NIB,Summer Beaver A,Summer Beaver A,ON,AUTO,52.7125,-88.541,251.751,,,ON-MNRF-AFFES_NIB,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
NON,Nonwatin,Nonwatin,ON,AUTO,49.2342,-88.7462,298.914,,,ON-MNRF-AFFES_NON,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
OBA,Oba,Oba,ON,AUTO,49.0223,-84.0777,338.354,,,ON-MNRF-AFFES_OBA,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
OGI,Ogoki Camp,Ogoki Camp,ON,AUTO,50.7658,-87.8571,316.821,,,ON-MNRF-AFFES_OGI,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
OGP,Ogoki Post A,Ogoki Post A,ON,AUTO,51.6572,-85.904,176.188,,,ON-MNRF-AFFES_OGP,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
OKE,Oke,Oke,ON,AUTO,48.9584,-81.9676,275.415,,,ON-MNRF-AFFES_OKE,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
PEA,Peawanuck,Peawanuck,ON,AUTO,54.9898,-85.4406,49.211,,,ON-MNRF-AFFES_PEA,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
PER,Perrault Falls,Perrault Falls,ON,AUTO,50.2731,-93.3365,416.875,,,ON-MNRF-AFFES_PER,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
PIN,Pine Lake,Pine Lake,ON,AUTO,49.2426,-79.9152,307.437,,,ON-MNRF-AFFES_PIN,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
PLE,Plevna,Plevna,ON,AUTO,44.9191,-76.9357,277.124,,,ON-MNRF-AFFES_PLE,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
PNF,Petawawa,Petawawa,ON,AUTO,45.9934,-77.4385,185.7,,,ON-MNRF-AFFES_PNF,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
POP,Poplar Hill,Poplar Hill,ON,AUTO,52.1136,-94.2611,333.756,,,ON-MNRF-AFFES_POP,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
PTL,Portage Lake,Portage Lake,ON,AUTO,49.0695,-86.6619,312.49,,,ON-MNRF-AFFES_PTL,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
QRK,Quirke Lake,Quirke Lake,ON,AUTO,46.4967,-82.6096,431.911,,,ON-MNRF-AFFES_QRK,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
RAN,Ranger Lake,Ranger Lake,ON,AUTO,46.872,-83.6114,506.947,,,ON-MNRF-AFFES_RAN,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
RTH,Raith,Raith,ON,AUTO,48.7854,-89.8863,505.701,,,ON-MNRF-AFFES_RTH,EDT,EST,ON Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services,ON Le ministère du Développement du Nord; des Mines;  des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt,Data provided by the Ontario Ministry of Northern Development; Mines; Natural Resources and Forestry; Aviation; Forest Fire and Emergency Services Branch (ON-NDMNRF-AFFES). All rights reserved.,Données d’observation fournies par le Gouvernement de l’Ontario; Le ministère du Développement du Nord; des Mines; des Richesses naturelles et des Forêts; Services d'urgence; d'aviation et de lutte contre les feux de forêt (ON-DNMRNF-SUALFF). Tous droits réservés.
